t[min],CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH20,CH4_T_Sensirion,CH4_RH_Sensirion,CH7_T_Sensirion,CH7_RH_Sensirion,CH9_T_Sensirion,CH9_RH_Sensirion,CH10_T_Sensirion,CH10_RH_Sensirion,w_clothes_ideal+noise[g],w_clothes_ideal+noise[%],,,
0,34.4,34.7,35.2,34.65,34.55,34.45,34.95,34.9,34.95,34.65,37.9,38.15,22.45,34.057755,100,34.605173,95.402457,34.597162,98.049897,34.271382,100,636.9482118,6.69149276,,,
0.033333333,34.4,34.7,35.2,34.65,34.55,34.5,34.95,34.9,35.15,34.65,37.75,38.15,22.65,34.084459,100,34.591821,95.379568,34.653239,98.075837,34.25803,100,637.3166333,6.753204909,,,
0.066666667,34.4,34.7,35.2,34.6,34.5,34.5,34.95,34.95,38.6,34.8,38,38.1,22.85,34.057755,100,34.591821,95.420768,35.291447,98.446632,34.300755,100,637.8512231,6.842750944,,,
0.1,34.4,34.7,35.2,34.6,34.6,34.5,34.95,35.2,41.3,35.15,37.9,38.05,22.95,34.084459,100,34.591821,95.388724,38.661402,99.432364,34.541085,100,637.0007378,6.700291088,,,
0.133333333,34.4,34.7,35.2,34.6,34.6,34.55,34.95,35.6,46.45,35.6,37.85,38,23,34.09781,100,34.57847,95.426871,40.402457,99.472038,34.952316,100,636.1381266,6.555800102,,,
0.166666667,34.4,34.7,35.2,34.6,34.65,34.7,35,36.1,49.85,36.1,37.7,37.95,22.9,34.057755,100,34.591821,95.452811,45.05951,99.719234,35.390249,100,636.3390403,6.589453993,,,
0.2,34.4,34.7,35.15,34.6,34.75,34.75,35,36.8,51.9,36.6,37.7,37.95,22.75,34.071107,100,34.634546,95.527581,47.607004,99.423209,35.857557,100,636.799138,6.666522277,,,
0.233333333,34.4,34.65,35.15,34.6,34.85,34.85,35.05,37.4,53.3,37.1,37.8,37.9,22.65,34.028382,100,34.690623,95.590143,48.613718,99.037156,36.324865,100,635.7939187,6.498143838,,,
0.266666667,34.4,34.65,35.15,34.6,34.9,34.95,35.1,38.1,54.75,37.55,37.6,37.85,22.55,34.041733,100,34.7467,95.640497,50.130465,98.973068,36.818875,100,635.9467386,6.523741805,,,
0.3,34.4,34.7,35.15,34.6,35.05,35,35.15,38.85,54.1,37.95,37.55,37.8,22.7,34.057755,100,34.792096,95.715267,51.489662,98.924239,37.243458,100,637.6037687,6.801301297,,,
0.333333333,34.4,34.7,35.15,34.65,35.2,35.15,35.25,39.8,52.4,38.6,37.7,37.8,22.9,34.09781,100,34.877546,95.700008,51.163882,98.716716,37.753491,100,636.4646528,6.610494608,,,
0.366666667,34.4,34.65,35.15,34.65,35.35,35.2,35.35,40.55,53.55,38.95,37.75,37.75,22.75,34.084459,100,35.003052,95.609979,51.078431,98.846418,38.191424,100,635.6239489,6.469673183,,,
0.4,34.45,34.7,35.15,34.65,35.45,35.3,35.55,41.5,55.25,39.4,37.65,37.7,22.65,34.140536,100,35.173953,95.37499,52.04509,98.757916,38.616007,100,636.3590563,6.592806744,,,
0.433333333,34.5,34.75,35.15,34.7,35.6,35.4,35.75,42.35,56.15,39.8,37.5,37.7,22.6,34.156558,100,35.371557,94.97673,53.206683,98.72282,39.053941,100,636.3889924,6.597821176,,,
0.466666667,34.5,34.75,35.2,34.7,35.65,35.5,35.95,43.1,57.25,40.25,37.65,37.7,22.3,34.169909,100,35.611887,94.354162,53.842222,98.675517,39.409094,100,635.7670962,6.493650956,,,
0.5,34.55,34.75,35.2,34.75,35.75,35.6,36.2,43.85,58.1,40.65,37.5,37.65,22.45,34.225986,100,35.88159,93.580529,55.185397,98.757916,39.847028,100,635.5216931,6.452544909,,,
0.533333333,34.55,34.8,35.2,34.8,35.85,35.7,36.4,44.55,56.55,41.1,37.7,37.65,22.6,34.239338,100,36.12192,92.625315,54.253452,98.304723,40.226215,100,634.7098946,6.316565261,,,
0.566666667,34.55,34.8,35.2,34.75,35.85,35.75,36.65,45.3,56.25,41.4,37.6,37.6,22.8,34.239338,100,36.391623,91.607538,54.168002,98.155184,40.650797,100,635.8865775,6.513664578,,,
0.6,34.6,34.85,35.25,34.8,35.95,35.85,36.9,46.4,58.55,41.9,37.75,37.6,22.9,34.239338,100,36.706722,90.536355,55.428397,98.393225,41.07538,100,634.5513274,6.290004589,,,
0.633333333,34.6,34.9,35.25,34.85,36.1,35.95,37.15,47.1,58.95,42.3,37.7,37.6,22.75,34.252689,100,37.01648,89.442283,56.461814,97.990387,41.529335,100,634.3950062,6.263820134,,,
0.666666667,34.65,34.9,35.25,34.8,36.05,36.1,37.45,47.35,59.05,42.7,37.45,37.55,22.75,34.354162,100,37.411688,88.178836,56.870375,97.079423,41.881819,100,634.5348682,6.287247604,,,
0.7,34.7,34.9,35.3,34.9,36.1,36.25,37.7,48.2,59.5,43.2,37.5,37.55,22.9,34.383536,100,37.740139,86.761273,56.432441,93.369955,42.335775,100,634.8922838,6.347116216,,,
0.733333333,34.7,34.95,35.3,34.9,36.15,36.4,37.95,49.5,59.85,43.55,37.6,37.55,22.75,34.396887,100,37.99649,85.313191,55.754177,92.106508,42.813764,100,636.0035252,6.533253802,,,
0.766666667,34.75,35,35.3,34.95,36.15,36.55,38.2,50.3,58.35,44.1,37.65,37.55,22.75,34.439612,100,38.207446,84.216068,56.857023,95.947204,43.222324,100,634.3504765,6.25636122,,,
0.8,34.8,35,35.35,34.95,36.2,36.75,38.45,50.8,58.8,44.55,37.55,37.55,22.8,34.439612,100,38.463798,83.163195,55.922408,90.737774,43.689631,100,634.1788299,6.227609702,,,
0.833333333,34.8,35.05,35.35,34.95,36.25,36.95,38.65,51.85,59.2,44.95,37.55,37.55,22.9,34.439612,100,38.744182,82.058442,57.748913,96.850538,44.159609,100,633.4169618,6.099993609,,,
0.866666667,34.85,35.05,35.35,35,36.25,37.15,38.95,52.25,60.8,45.55,37.45,37.55,22.6,34.482338,100,39.085985,80.78584,58.883803,98.287938,44.65362,100,633.4197297,6.10045723,,,
0.9,34.85,35.1,35.4,35,36.2,37.35,39.2,52.9,60.9,45.95,37.65,37.55,21.9,34.509041,100,39.355688,79.588006,58.785,98.236057,45.107576,100,635.0440428,6.372536485,,,
0.933333333,34.9,35.15,35.4,35.05,36.2,37.7,39.5,53.75,61.6,46.45,37.9,37.55,22.15,34.565118,100,39.652094,78.336767,59.295033,98.272679,45.588235,100,633.688523,6.145481235,,,
0.966666667,34.9,35.2,35.4,35.05,36.2,37.9,39.65,54.4,61.15,47,37.9,37.55,21.7,34.525063,100,39.806973,77.164874,59.719615,98.405432,46.084916,100,633.1698488,6.058601146,,,
1,34.9,35.2,35.45,35.1,36.4,38.15,39.9,55.35,60.2,47.5,37.85,37.55,21.65,34.538415,100,40.0206,76.273747,59.732967,97.061112,46.594949,100,634.0239301,6.201663328,,,
1.033333333,35,35.3,35.5,35.1,36.8,38.35,40.1,55.55,60.85,47.95,37.95,37.55,21.95,34.594491,100,40.178149,75.518425,59.407187,94.831769,47.075608,100,634.0051406,6.198516007,,,
1.066666667,35,35.3,35.5,35.2,37.2,38.65,40.35,56.6,61.7,48.4,37.85,37.55,21.6,34.607843,100,40.461204,74.718853,59.887846,96.031128,47.500191,100,631.9810225,5.859467756,,,
1.1,35.05,35.35,35.5,35.2,37.65,38.95,40.6,57.5,62.05,48.85,37.95,37.55,21.5,34.650568,100,40.714885,73.777371,60.950637,94.039826,47.924773,100,631.8476413,5.837125854,,,
1.133333333,35.15,35.4,35.55,35.25,38.2,39.15,40.85,58.1,62.4,49.35,37.75,37.55,21.7,34.719997,100,41.00061,72.690929,61.572824,93.224994,48.362707,100,633.4270023,6.101675419,,,
1.166666667,35.15,35.4,35.6,35.25,38.55,39.4,41,59.15,63.35,49.75,37.65,37.55,21.85,34.693294,100,41.168841,71.685359,61.586175,92.92134,48.832685,100,632.3307285,5.918044976,,,
1.2,35.2,35.45,35.65,35.3,38.9,39.55,41.2,59.5,61.9,50.15,37.65,37.55,22.2,34.749371,100,41.297017,70.878157,60.867857,91.19707,49.227893,100,632.3750526,5.92546944,,,
1.233333333,35.25,35.5,35.65,35.3,39.25,39.7,41.4,60.2,61.45,50.6,37.75,37.55,22.4,34.749371,99.986267,41.494621,70.174716,62.283131,93.607996,49.695201,100,632.7923695,5.995371769,,,
1.266666667,35.3,35.55,35.7,35.35,39.65,39.95,41.6,61.2,63.5,50.85,37.7,37.55,22.7,34.778744,99.952697,41.668193,69.478904,61.855879,90.862898,49.975586,100,631.0821769,5.708907354,,,
1.3,35.4,35.55,35.7,35.35,40.1,40.1,41.8,61.65,64.25,51.35,37.8,37.6,22.9,34.765393,99.884031,41.8925,68.778515,62.566186,94.392309,50.330739,100,632.3685691,5.924383428,,,
1.333333333,35.4,35.6,35.7,35.35,40.3,40.25,42,62.1,64.5,51.65,37.7,37.6,22.95,34.850843,99.943542,42.047379,68.044556,62.961395,93.580529,50.699245,100,631.7710317,5.824293421,,,
1.366666667,35.45,35.65,35.7,35.35,40.55,40.35,42.1,63.15,64.4,52,37.5,37.6,22.8,34.877546,99.920653,42.191577,67.290761,63.401999,93.022049,51.06775,100,630.6252336,5.632367439,,,
1.4,35.55,35.65,35.75,35.4,40.6,40.5,42.25,63.6,64.2,52.4,37.5,37.6,22.7,34.893568,99.88098,42.333104,66.759747,62.721065,92.806897,51.449607,100,632.1234933,5.88333221,,,
1.433333333,35.65,35.65,35.75,35.45,40.75,40.6,42.4,64.35,63.8,52.75,37.55,37.6,22.75,34.949645,99.838254,42.45861,66.288243,62.323186,92.188907,51.762036,100,631.2371032,5.734858152,,,
1.466666667,35.7,35.75,35.8,35.5,41,40.9,42.6,64.85,63.3,53.1,37.6,37.6,22.75,34.920272,99.807736,42.685588,65.711452,61.674296,88.285649,52.087816,100,631.4255665,5.76642655,,,
1.5,35.8,35.75,35.8,35.5,41.15,41,42.8,65.45,63.9,53.3,37.4,37.65,22.9,34.949645,99.80621,42.896544,65.061418,62.365911,96.629282,52.400244,100,631.2216655,5.732272283,,,
1.533333333,35.85,35.8,35.85,35.5,41.3,41.1,42.95,65.95,65.4,53.6,37.7,37.65,22.65,35.005722,99.761959,43.054093,64.368658,63.626307,98.036164,52.651255,100,630.4508508,5.603157583,,,
1.566666667,35.95,35.9,35.85,35.55,41.4,41.2,43.1,67.15,65.6,53.9,37.6,37.65,22.5,35.048447,99.705501,43.136873,63.773556,63.89601,97.261006,52.963684,100,630.8114071,5.663552273,,,
1.6,36,35.9,35.85,35.6,41.5,41.35,43.2,67.4,66.15,54.2,37.6,37.65,22.5,35.048447,99.623102,43.265049,63.253223,64.87335,95.40856,53.249409,100,630.5471795,5.619293052,,,
1.633333333,36.15,35.95,35.9,35.75,41.6,41.6,43.4,68.2,65.8,54.4,37.6,37.7,22.55,35.144579,99.56054,43.409247,62.862593,64.675746,94.506752,53.460365,100,631.1724662,5.724031191,,,
1.666666667,36.2,36.05,35.95,35.8,41.75,41.75,43.6,68.7,65.6,54.75,37.5,37.7,22.6,35.216678,99.459831,43.590829,62.42771,64.961471,92.103456,53.714046,100,631.3103602,5.747129017,,,
1.7,36.25,36.1,35.95,35.85,41.85,41.9,43.75,69.2,66.35,54.85,37.75,37.75,22.95,35.200656,99.322499,43.764401,61.879911,64.830625,92.19501,53.882277,100,630.5251729,5.615606854,,,
1.733333333,36.3,36.2,36.05,35.9,42,41.95,43.9,69.85,65.9,55.1,37.55,37.75,23.15,35.358206,99.093614,44.00206,61.269551,65.11635,95.985351,54.082551,100,628.9309218,5.348563111,,,
1.766666667,36.4,36.25,36.05,36.05,42.1,41.95,44.15,70.35,66.3,55.2,37.4,37.75,23.2,35.416953,98.725872,44.218357,60.556954,65.695811,95.66949,54.306859,100,631.6605142,5.805781275,,,
1.8,36.55,36.3,36.1,36.1,42.35,41.95,44.35,70.5,66.55,55.55,37.45,37.8,22.9,35.542458,98.242161,44.386587,59.934386,65.909438,93.951324,54.536507,100,630.061388,5.537920937,,,
1.833333333,36.75,36.3,36.1,36.2,42.45,42.15,44.5,70.7,66.9,55.65,37.45,37.8,22.8,35.627909,97.68368,44.530785,59.319448,65.580987,92.816052,54.760815,100,630.6739923,5.640534719,,,
1.866666667,36.85,36.35,36.1,36.35,42.55,42.35,44.6,71.1,66.1,55.8,37.4,37.8,22.65,35.79881,97.120623,44.613565,58.902876,64.745174,90.920882,54.905013,100,628.6091069,5.294657773,,,
1.9,36.9,36.35,36.1,36.5,42.65,42.45,44.65,71.45,65.95,56.05,37.35,37.75,22.6,36.065843,96.363775,44.741741,58.675517,64.929427,91.850156,55.172045,100,630.3481879,5.585961123,,,
1.933333333,37,36.4,36.1,36.5,42.7,42.5,44.8,72.05,66.45,56.1,37.25,37.75,22.75,36.306172,95.335317,44.885939,58.268101,64.675746,92.030213,55.273518,100,629.5505748,5.452357587,,,
1.966666667,37.1,36.5,36.15,36.7,42.9,42.65,44.95,72.65,66.9,56.2,37.35,37.8,22.5,36.490425,94.314488,45.123598,57.764553,65.11635,94.332799,55.425727,100,629.1384476,5.383324554,,,
2,37.2,36.55,36.2,36.75,42.9,42.6,45.15,72.85,67.1,56.4,37.45,37.8,22.3,36.6907,93.273823,45.337224,57.206073,65.794614,94.644083,55.609979,100,629.0484595,5.368251168,,,
2.033333333,37.3,36.6,36.2,37,43.05,42.75,45.3,72.95,67.15,56.55,37.55,37.85,22.45,37.056535,91.950866,45.4654,56.549935,66.235218,92.454414,55.810254,100,629.4721341,5.43921844,,,
2.066666667,37.4,36.65,36.25,37.1,43.2,42.85,45.4,73.15,67.15,56.75,37.65,37.85,22.7,37.283513,90.728618,45.550851,56.142519,66.048295,93.179217,55.906386,100,628.661597,5.303450083,,,
2.1,37.55,36.65,36.3,37.25,43.3,42.95,45.45,73.7,67.4,56.8,37.8,37.85,22.85,37.481117,89.663539,45.620279,55.918212,66.304646,92.753491,55.978485,100,630.4090935,5.596163065,,,
2.133333333,37.6,36.7,36.3,37.4,43.45,43.05,45.6,74,67,56.9,37.8,37.9,22.35,37.582589,88.714427,45.777829,55.672541,66.459525,94.180209,56.162737,100,629.2258553,5.397965705,,,
2.166666667,37.7,36.8,36.35,37.55,43.65,43.05,45.85,74.65,67.3,57.05,37.85,37.95,22.55,37.595941,88.027771,46.076905,55.135424,66.064317,93.182269,56.290913,100,629.2317251,5.398948926,,,
2.2,37.8,36.9,36.4,37.7,43.8,43.05,46.05,74.6,67.35,57.15,37.9,37.95,22.75,37.708095,87.777523,46.258488,54.56321,66.686503,94.97673,56.360342,100,630.0116155,5.529583838,,,
2.233333333,37.9,36.95,36.4,37.85,43.85,42.95,46.2,74.5,67.45,57.3,38,38,22.95,37.892348,87.438773,46.442741,53.913176,66.488899,93.228046,56.485847,100,629.1805238,5.39037249,,,
2.266666667,38,37.1,36.4,38.05,43.95,43.1,46.35,75.05,67.4,57.5,37.9,38,23,37.932403,86.916915,46.643015,53.318074,66.403449,92.014954,56.67277,100,627.6402045,5.132362566,,,
2.3,38.15,37.2,36.45,38.1,44,43.4,46.45,75.5,67.4,57.5,37.85,38,22.9,37.948425,86.55375,46.728466,52.851148,66.221866,95.512322,56.728847,100,629.1515483,5.385518985,,,
2.333333333,38.2,37.25,36.5,38.15,44.1,43.5,46.65,76.35,67.8,57.65,37.95,38.05,22.8,38.0766,86.276036,46.784543,52.526131,66.745251,95.127794,56.883726,100,627.6063371,5.126689628,,,
2.366666667,38.3,37.3,36.5,38.25,44.3,43.75,46.75,76.45,68.7,57.7,37.85,38.05,22.8,38.033875,86.065461,46.942092,52.335393,67.327382,92.712291,56.985199,100,628.2353343,5.232049301,,,
2.4,38.35,37.35,36.55,38.4,44.35,43.75,46.95,77,68.45,57.85,37.85,38.1,22.95,38.188754,85.926604,47.182422,51.88983,67.621118,93.09987,57.067979,100,628.631397,5.298391456,,,
2.433333333,38.45,37.35,36.55,38.6,44.4,43.7,47.15,77.2,68.2,57.9,37.85,38.1,22.8,38.31693,85.638209,47.353323,51.409171,67.722591,93.131914,57.124056,100,629.2143166,5.39603293,,,
2.466666667,38.6,37.4,36.6,38.75,44.45,43.85,47.35,76.95,68.3,58.05,37.85,38.15,22.3,38.373007,85.122454,47.534905,50.778973,67.607767,90.002289,57.23621,100,627.097395,5.041439693,,,
2.5,38.65,37.45,36.65,38.8,44.6,43.95,47.5,77.35,68.45,58.2,37.95,38.15,22.35,38.530556,84.788281,47.679103,50.197604,67.367437,88.450446,57.393759,100,627.4203085,5.09552907,,,
2.533333333,38.8,37.5,36.7,38.9,44.6,44.15,47.65,77.8,68.15,58.25,37.85,38.2,22.4,38.487831,84.321355,47.764553,49.968719,67.055009,88.938735,57.449836,100,627.8695582,5.170780275,,,
2.566666667,38.85,37.6,36.7,39.1,44.65,44.35,47.75,78.35,68.15,58.4,37.7,38.2,22.55,38.413062,84.109255,47.890059,49.61471,67.508965,92.835889,57.591363,100,627.9333431,5.181464507,,,
2.6,38.9,37.65,36.75,39.2,44.85,44.35,47.95,78.45,68.5,58.35,37.6,38.2,22.55,38.487831,84.129091,48.119707,49.163043,68.176547,89.48043,57.703517,100,627.4093505,5.093693559,,,
2.633333333,39.05,37.75,36.75,39.35,44.9,44.5,48.15,79,68.7,58.5,37.75,38.2,22.8,38.599985,84.023804,48.317311,48.667124,68.259327,90.774395,57.80499,100,626.3259704,4.91222284,,,
2.666666667,39.1,37.8,36.8,39.4,45.05,44.55,48.35,78.85,69.1,58.55,37.85,38.25,22.65,38.698787,83.816281,48.461509,48.351263,68.545052,89.256123,57.834363,100,626.5385557,4.947831768,,,
2.7,39.15,37.85,36.8,39.55,45.05,44.55,48.6,79.15,68.85,58.75,37.95,38.25,22.65,38.741512,83.410391,48.616388,47.930114,68.374151,87.76379,58.029297,100,627.2664875,5.069763407,,,
2.733333333,39.25,37.9,36.85,39.6,45.1,44.75,48.65,78.85,68.75,58.85,37.9,38.25,22.8,38.955138,83.149462,48.771267,47.428092,68.176547,90.148775,58.101396,100,627.3512052,5.083953971,,,
2.766666667,39.4,38,36.85,39.65,45.2,44.85,48.75,80.05,68.9,58.85,37.8,38.25,22.8,38.96849,82.623026,48.899443,47.107652,68.488975,89.721523,58.157473,100,626.5891252,4.956302383,,,
2.8,39.45,38.1,36.9,39.65,45.25,44.85,48.9,80.4,69.2,59,37.75,38.35,22.85,38.925765,82.407874,49.011597,46.868086,68.825437,89.758145,58.328374,100,626.2577816,4.900800933,,,
2.833333333,39.55,38.15,36.9,39.65,45.35,44.85,49.1,80.15,69.1,59,37.8,38.3,23.05,38.96849,82.407874,49.153124,46.593423,68.900206,89.192035,58.272297,100,626.0031858,4.858155076,,,
2.866666667,39.6,38.2,36.95,39.7,45.5,44.95,49.25,80.75,69,59,37.75,38.35,23.15,38.96849,82.398718,49.340047,46.186007,69.081788,90.440223,58.355077,100,626.0183515,4.86069539,,,
2.9,39.7,38.25,36.95,39.8,45.6,44.95,49.4,81.2,69.25,59.2,37.75,38.4,23.1,39.150072,82.169833,49.494926,45.792325,69.223316,90.76524,58.427176,100,626.5498175,4.949718171,,,
2.933333333,39.7,38.3,37,39.9,45.65,45.1,49.6,81.3,69.7,59.35,37.7,38.4,22.95,39.150072,81.730373,49.639124,45.331502,69.151217,89.121843,58.640803,100,626.6854803,4.972442269,,,
2.966666667,39.75,38.35,37.05,40.05,45.7,45.2,49.75,81.35,69.75,59.3,37.9,38.45,23,39.278248,81.519799,49.735256,45.055314,68.884184,86.063935,58.667506,100,626.3782757,4.920984198,,,
3,39.85,38.35,37.1,40.1,45.8,45.2,49.9,81.4,69.85,59.45,38.05,38.5,22.65,39.334325,81.165789,49.807355,44.946975,69.055085,86.669718,58.723583,100,625.2112114,4.725496052,,,
3.033333333,39.9,38.4,37.15,40.1,45.85,45.4,50.05,82.2,70.5,59.45,38,38.5,22.45,39.393072,80.883497,49.93286,44.71809,69.832151,85.323873,58.795682,100,625.4640787,4.767852385,,,
3.066666667,40.05,38.5,37.15,40.15,46.05,45.4,50.15,82.75,70.1,59.5,38,38.55,22.45,39.320974,80.827039,50.020981,44.58381,70.144579,89.877165,58.766308,100,626.1734853,4.886680952,,,
3.1,40.05,38.65,37.2,40.2,46.1,45.55,50.3,83,70.2,59.55,37.85,38.6,22.2,39.320974,80.794995,50.133135,44.309148,70.117876,85.996796,58.809033,100,625.5671953,4.785124847,,,
3.133333333,40.1,38.65,37.25,40.25,46.2,45.55,50.35,82.65,70.2,59.65,38.05,38.6,22.45,39.393072,80.772107,50.205234,44.057374,69.98703,86.530861,58.934539,100,625.2414428,4.730559935,,,
3.166666667,40.1,38.75,37.25,40.3,46.2,45.55,50.5,82.65,70.3,59.75,37.85,38.6,22.65,39.393072,80.657664,50.274662,43.892576,69.776074,85.337606,59.019989,100,625.5728858,4.786078028,,,
3.2,40.25,38.85,37.3,40.35,46.25,45.65,50.6,82.85,70.05,59.7,37.8,38.65,22.7,39.462501,80.563058,50.304036,43.764401,69.605173,83.369192,59.065385,100,625.7054373,4.808280961,,,
3.233333333,40.3,38.95,37.3,40.4,46.25,45.7,50.65,82.95,70.2,59.85,37.95,38.65,22.6,39.518578,80.474556,50.389487,43.715572,69.647898,84.512093,59.10811,100,624.596106,4.622463322,,,
3.266666667,40.4,38.95,37.4,40.55,46.5,45.8,50.7,83.25,70.45,59.85,37.85,38.65,22.5,39.660105,80.082399,50.474937,43.569085,70.061799,83.538567,59.220264,100,625.2714375,4.735584169,,,
3.3,40.45,39.05,37.45,40.65,46.55,45.8,50.85,83,70.2,59.85,38,38.65,22.75,39.729534,79.851987,50.531014,43.416495,69.930953,86.416419,59.177539,100,624.2810085,4.569683162,,,
3.333333333,40.45,39.05,37.45,40.7,46.5,45.95,51,83.15,70.55,59.9,37.8,38.7,22.85,39.729534,79.629206,50.715267,43.248646,70.23003,85.552758,59.233616,100,625.3330491,4.745904371,,,
3.366666667,40.5,39.1,37.45,40.7,46.65,46.05,51.05,83.55,70.8,60.05,37.9,38.7,22.8,39.916457,79.436942,50.856794,42.844282,70.299458,85.552758,59.375143,100,624.1939777,4.555105136,,,
3.4,40.55,39.15,37.5,40.7,46.6,46.05,51.05,83.5,71,60.1,37.75,38.7,22.8,39.959182,79.060044,50.843442,42.684062,70.499733,86.420996,59.51667,100,625.0965093,4.70628297,,,
3.433333333,40.6,39.2,37.5,40.75,46.55,46.1,51.2,84.05,70.85,60.1,38,38.75,22.8,39.916457,78.84184,50.971618,42.626078,70.585183,85.001907,59.530022,100,626.2303166,4.89620044,,,
3.466666667,40.6,39.2,37.6,40.95,46.65,46.05,51.2,84.55,71.25,60.15,37.95,38.8,22.65,39.929808,78.754864,51.054398,42.478065,70.897612,89.686427,59.572747,100,625.0301537,4.695168121,,,
3.5,40.65,39.25,37.65,40.85,46.75,46.05,51.3,84.95,71.45,60.15,38.05,38.8,22.35,39.847028,78.736553,51.126497,42.441444,70.967041,86.523232,59.546044,100,623.7669661,4.483578915,,,
3.533333333,40.7,39.3,37.65,40.9,46.8,46.05,51.45,84.5,70.95,60.2,37.95,38.85,22.3,39.817655,78.809796,51.254673,42.209506,71.12192,88.485542,59.572747,100,624.2938884,4.57184061,,,
3.566666667,40.85,39.35,37.7,40.95,46.85,46,51.55,84.35,71.05,60.3,38.15,38.85,21.95,39.873732,79.060044,51.422904,41.924163,71.177996,87.695125,59.658198,100,624.7579239,4.649568485,,,
3.6,40.85,39.45,37.7,41,46.9,46.05,51.65,85.1,71.05,60.4,38.15,38.85,22,40.028611,79.00206,51.495003,41.655604,71.052491,86.097505,59.714275,100,623.853625,4.498094647,,,
3.633333333,40.9,39.55,37.75,41.05,46.95,46.05,51.75,85.25,71.15,60.45,38.15,38.85,22.15,40.114061,78.496986,51.55108,41.371786,70.780117,82.946517,59.783703,100,623.8776575,4.502120185,,,
3.666666667,41,39.6,37.8,41.05,47.1,46.3,51.85,85.25,71,60.45,38.4,38.95,22.5,40.170138,78.200961,51.537728,41.516747,70.542458,81.985199,59.855802,100,624.9380324,4.679737428,,,
3.7,41.05,39.65,37.85,41.3,47.2,46.45,51.95,85.95,71.7,60.55,38.5,39,22.6,40.341039,78.06363,51.609827,41.536584,71.092546,79.169909,59.941253,100,623.990084,4.52095209,,,
3.733333333,41.1,39.7,37.9,41.3,47.25,46.35,51.95,85.65,71.8,60.55,38.45,39,22.55,40.410468,77.85153,51.751354,41.365682,71.404974,81.803616,59.941253,100,623.6312057,4.460838473,,,
3.766666667,41.25,39.8,37.95,41.45,47.35,46.4,52.1,85.4,71.25,60.6,38.9,39.05,22.6,40.482567,77.431907,51.948959,41.12459,71.177996,83.131151,59.983978,100,624.0600176,4.532666259,,,
3.8,41.3,39.8,38,41.65,47.4,46.35,52.2,85.4,71.35,60.65,39,39.05,22.7,40.693523,77.001602,52.133211,40.753796,71.378271,82.394141,60.053407,100,623.3125169,4.407456772,,,
3.833333333,41.45,39.95,38.05,41.7,47.35,46.45,52.35,85.85,71.3,60.75,38.8,39.1,22.45,40.664149,76.382086,52.175937,40.381476,71.191348,83.418021,60.125505,100,623.6157926,4.458256713,,,
3.866666667,41.5,40,38.1,41.9,47.4,46.5,52.4,86.05,71.4,60.75,38.9,39.1,22.65,40.794995,76.317998,52.248035,40.401312,71.148623,83.648432,60.138857,100,624.1092481,4.540912581,,,
3.9,41.6,40.1,38.15,41.85,47.6,46.6,52.4,87.05,71.55,60.8,38.75,39.15,22.9,40.907149,75.938048,52.248035,40.331121,71.236744,84.800488,60.125505,100,623.5928771,4.454418268,,,
3.933333333,41.7,40.15,38.2,41.9,47.75,46.7,52.5,86.85,71.85,60.8,38.7,39.15,23.05,41.032654,75.516899,52.475013,40.149538,71.148623,84.704356,60.152209,100,623.5093725,4.4404309,,,
3.966666667,41.7,40.2,38.25,41.75,47.8,46.6,52.55,87.05,71.7,60.8,38.6,39.15,23.1,40.83505,75.440604,52.53109,39.980163,71.503777,88.041505,60.181582,100,623.032461,4.360546223,,,
4,41.75,40.3,38.25,41.6,47.75,46.7,52.75,87.45,71.9,60.85,38.5,39.15,23.05,40.794995,75.590143,52.760739,39.641413,71.6907,86.436255,60.251011,100,623.0186196,4.358227731,,,
4.033333333,41.75,40.3,38.3,41.75,47.8,46.7,52.9,87.8,71.7,60.95,38.2,39.2,22.85,40.808347,75.745785,52.915618,39.264515,71.517128,82.891585,60.307088,100,622.9675441,4.349672385,,,
4.066666667,41.8,40.4,38.35,41.9,47.95,46.8,52.9,87.75,71.35,60.95,38.45,39.2,22.8,41.032654,75.600824,52.928969,39.092088,71.236744,85.36965,60.352483,100,621.2427296,4.060758723,,,
4.1,41.85,40.45,38.4,41.8,47.9,46.7,53.05,87.65,71.85,60.95,38.3,39.25,22.9,40.963226,75.397879,52.971695,39.127184,71.279469,82.827497,60.379187,100,622.9229437,4.342201621,,,
4.133333333,41.9,40.55,38.45,41.85,47.95,46.8,53.05,87.35,72.45,60.95,38.25,39.3,22.35,40.976577,75.338369,52.942321,39.108873,71.53315,85.528344,60.395209,100,622.9442996,4.345778835,,,
4.166666667,42.05,40.7,38.5,41.8,48,46.85,53.15,87.9,72.55,61,38.25,39.3,21.95,40.949874,75.269703,52.942321,39.165332,72.18471,85.244526,60.395209,100,622.4628835,4.265139609,,,
4.2,42.05,40.8,38.55,41.7,47.95,46.85,53.2,87.5,72.15,61,38.4,39.3,21.7,40.907149,75.37499,53.027771,39.118029,72.214084,84.014649,60.451286,100,622.7885023,4.319682135,,,
4.233333333,42.15,40.85,38.6,41.85,47.8,46.9,53.25,87.85,72.05,61.1,38.45,39.35,21.7,40.738918,75.596246,53.083848,39.021897,72.158007,83.826963,60.520714,100,623.5630819,4.449427459,,,
